RecordIndex,InUse,Type,Filename,Ext,Size,Parents,Time_MFT,Time_Create,Time_Alter,Time_Read,Att_Archive,Att_Compressed,Att_Device,Att_Encrypted,Att_Hidden,Att_Normal,Att_NotIndexed,Att_Offline,Att_Readonly,Att_Reparse,Att_Sparse,Att_System,Att_Temp,USN,Hardlinks,ADS,ZoneId,ReferrerUrl,HostUrl
0,"True","File","$MFT","",13607936,"5","1601-01-01 00:00:00","1601-01-01 00:00:00","1601-01-01 00:00:00","1601-01-01 00:00:00","False","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"","","",""
1,"True","File","$MFTMirr","",4096,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"","","",""
2,"True","File","$LogFile","",2097152,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"","","",""
3,"True","File","$Volume","",0,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",281578055925840,1,"","","",""
4,"True","File","$AttrDef","",2560,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",281578055925842,1,"","","",""
5,"True","Directory",".","",0,"5","2019-06-13 00:37:27","2019-06-13 00:37:21","2019-06-13 00:37:27","2019-06-13 00:37:21","True","True","False","False","True","False","False","False","False","False","False","True","False",281578055925828,1,"","","",""
6,"True","File","$Bitmap","",800,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"","","",""
7,"True","File","$Boot","",8192,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",281578055925836,1,"","","",""
8,"True","File","$BadClus","",0,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"$Bad","","",""
9,"True","File","$Secure","",0,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"$SDS","","",""
10,"True","File","$UpCase","",131072,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"$Info","","",""
11,"True","Directory","$Extend","",0,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"","","",""
12,"True","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",103079215204,0,"","","",""
13,"True","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",103079215204,0,"","","",""
14,"True","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",103079215204,0,"","","",""
15,"True","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",103079215204,0,"","","",""
0,"False","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,0,"","","",""
0,"False","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,0,"","","",""
0,"False","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,0,"","","",""
0,"False","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,0,"","","",""
0,"False","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,0,"","","",""
0,"False","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,0,"","","",""
0,"False","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,0,"","","",""
0,"False","File","","",0,"","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","False","False","False","False","True","False","False","False","False","False","False","True","False",0,0,"","","",""
24,"True","File","$Quota","",0,"11","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"","","",""
25,"True","File","$ObjId","",0,"11","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"","","",""
