RecordIndex,InUse,Type,Filename,Ext,Size,Parents,Time_MFT,Time_Create,Time_Alter,Time_Read,Att_Archive,Att_Compressed,Att_Device,Att_Encrypted,Att_Hidden,Att_Normal,Att_NotIndexed,Att_Offline,Att_Readonly,Att_Reparse,Att_Sparse,Att_System,Att_Temp,USN,Hardlinks,ADS,ZoneId,ReferrerUrl,HostUrl
26,"True","File","$Reparse","",0,"11","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","False","False","False","True","False","False","False","False","False","False","True","False",0,1,"","","",""
64,"True","Directory","Users","",0,"5","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925836,1,"","","",""
65,"True","File","desktop.ini",".ini",0,"64","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925848,1,"","","",""
66,"True","Directory","Family","",0,"64","2019-06-13 00:37:22","2019-06-13 00:37:21","2019-06-13 00:37:22","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925838,1,"","","",""
67,"True","Directory","Desktop","",0,"66","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925840,1,"","","",""
68,"True","File","desktop.ini",".ini",0,"67","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925848,1,"","","",""
69,"True","Directory","Documents","",0,"66","2019-06-13 00:38:12","2019-06-13 00:37:21","2019-06-13 00:38:12","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925844,1,"","","",""
70,"True","File","document.pdf",".pdf",0,"69","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
71,"True","File","preview.pdf",".pdf",0,"69","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925848,1,"","","",""
72,"True","Directory","Downloads","",0,"66","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925844,1,"","","",""
73,"True","File","installer.exe",".exe",0,"72","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925852,1,"","","",""
74,"True","File","program.exe",".exe",0,"72","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925848,1,"","","",""
75,"True","Directory","Pictures","",0,"66","2019-06-13 00:37:22","2019-06-13 00:37:21","2019-06-13 00:37:22","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925842,1,"","","",""
76,"True","File","IMG_0299.jpg",".jpg",0,"75","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
77,"True","File","IMG_0299.mov",".mov",0,"75","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
78,"True","File","IMG_0514.jpg",".jpg",0,"75","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
79,"True","File","IMG_0514.mov",".mov",0,"75","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
80,"True","File","IMG_2553.jpg",".jpg",0,"75","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
81,"True","File","IMG_2601.jpg",".jpg",0,"75","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","2019-06-13 00:37:21","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
82,"True","File","IMG_2601.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
83,"True","File","IMG_2808.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
84,"True","File","IMG_2910.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
85,"True","File","IMG_3009.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
86,"True","File","IMG_3009.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
87,"True","File","IMG_3356.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
88,"True","File","IMG_3356.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
89,"True","File","IMG_4271.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
90,"True","File","IMG_4271.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
91,"True","File","IMG_4696.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
92,"True","File","IMG_4792.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
93,"True","File","IMG_6181.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
94,"True","File","IMG_6181.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
95,"True","File","IMG_6471.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
96,"True","File","IMG_6706.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
97,"True","File","IMG_6706.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
98,"True","File","IMG_6770.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
99,"True","File","IMG_6770.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
100,"True","File","IMG_7460.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
101,"True","File","IMG_7460.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
102,"True","File","IMG_7741.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
103,"True","File","IMG_7741.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
104,"True","File","IMG_7744.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
105,"True","File","IMG_7744.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
106,"True","File","IMG_7779.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
107,"True","File","IMG_7779.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
108,"True","File","IMG_8200.jpg",".jpg",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
109,"True","File","IMG_8200.mov",".mov",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
110,"True","File","Screenshot_0109323.png",".png",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925870,1,"","","",""
111,"True","File","Screenshot_0109333.png",".png",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925870,1,"","","",""
112,"True","File","Screenshot_0109345.png",".png",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925870,1,"","","",""
113,"True","File","Screenshot_0109355.png",".png",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925870,1,"","","",""
114,"True","File","Screenshot_0109447.png",".png",0,"75","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925870,1,"","","",""
115,"True","Directory","Videos","",0,"66","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925838,1,"","","",""
116,"True","File","VID_20190501.mp4",".mp4",0,"115","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925858,1,"","","",""
117,"True","File","recording.mp4",".mp4",0,"115","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925852,1,"","","",""
118,"True","File","bootmgr","",0,"5","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925840,1,"","","",""
119,"True","File","BOOTNXT","",0,"5","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925840,1,"","","",""
120,"True","File","pagefile.sys",".sys",0,"5","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
121,"True","Directory","Program Files","",0,"5","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",0,1,"","","",""
122,"True","Directory","Common Files","",0,"121","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
123,"True","Directory","Services","",0,"122","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925842,1,"","","",""
124,"True","File","verisign.bmp",".bmp",0,"123","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
125,"True","Directory","system","",0,"122","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925838,1,"","","",""
126,"True","File","wab32.dll",".dll",0,"125","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925844,1,"","","",""
127,"True","File","wab32res.dll",".dll",0,"125","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
128,"True","File","desktop.ini",".ini",0,"121","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925848,1,"","","",""
129,"True","Directory","internet explorer","",0,"121","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925860,1,"","","",""
130,"True","File","ExtExport.exe",".exe",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925852,1,"","","",""
131,"True","File","hmmapi.dll",".dll",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925846,1,"","","",""
132,"True","File","iediagcmd.exe",".exe",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925852,1,"","","",""
133,"True","File","ieinstal.exe",".exe",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
134,"True","File","ielowutil.exe",".exe",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925852,1,"","","",""
135,"True","File","IEShims.dll",".dll",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925848,1,"","","",""
136,"True","File","iexplore.exe",".exe",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925850,1,"","","",""
137,"True","Directory","images","",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925838,1,"","","",""
138,"True","File","bing.ico",".ico",0,"137","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925842,1,"","","",""
139,"True","Directory","SIGNUP","",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925838,1,"","","",""
140,"True","File","install.ins",".ins",0,"139","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925848,1,"","","",""
141,"True","File","sqmapi.dll",".dll",0,"129","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925846,1,"","","",""
142,"True","Directory","Windows Defender","",0,"121","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925858,1,"","","",""
143,"True","File","AmMonitoringInstall.mof",".mof",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925872,1,"","","",""
144,"True","File","AMMonitoringProvider.dll",".dll",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925874,1,"","","",""
145,"True","File","AmStatusInstall.mof",".mof",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925864,1,"","","",""
146,"True","File","ClientWMIInstall.mof",".mof",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925866,1,"","","",""
147,"True","File","ConfigSecurityPolicy.exe",".exe",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925874,1,"","","",""
148,"True","File","DataLayer.dll",".dll",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925852,1,"","","",""
149,"True","File","DefenderCSP.dll",".dll",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925856,1,"","","",""
150,"True","File","Defendericon.png",".png",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925858,1,"","","",""
151,"True","Directory","en-US","",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925836,1,"","","",""
152,"True","File","ProtectionManagement.mfl",".mfl",0,"151","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925874,1,"","","",""
153,"True","File","ProtectionManagement_Uninstall.mfl",".mfl",0,"151","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925894,1,"","","",""
154,"True","File","EppManifest.dll",".dll",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925856,1,"","","",""
155,"True","File","FepUnregister.mof",".mof",0,"142","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","2019-06-13 00:37:22","True","True","False","False","False","False","False","False","False","False","False","False","False",281578055925860,1,"","","",""
